VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),SWE,Sweden,2014,2014,72,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),SWE,Sweden,2015,2015,71,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),SWE,Sweden,2016,2016,70,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),SWE,Sweden,2017,2017,70,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),SWE,Sweden,2018,2018,70,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2010,2010,339,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2011,2011,309,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2012,2012,287,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2013,2013,282,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2014,2014,274,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2015,2015,264,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2016,2016,250,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2017,2017,243,,
AVDMPRVM,Preventable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ZAF,South Africa,2018,2018,240,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2010,2010,71732,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2011,2011,64317,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2012,2012,58222,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2013,2013,52984,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2014,2014,51590,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2015,2015,50062,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2016,2016,49388,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2017,2017,48808,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,ZAF,South Africa,2018,2018,47804,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NZL,New Zealand,2010,2010,169,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NZL,New Zealand,2011,2011,171,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NZL,New Zealand,2012,2012,161,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NZL,New Zealand,2013,2013,153,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NZL,New Zealand,2014,2014,158,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NZL,New Zealand,2015,2015,155,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NZL,New Zealand,2016,2016,149,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2010,2010,58260,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2011,2011,58038,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2012,2012,56481,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2013,2013,55682,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2014,2014,54672,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2015,2015,56136,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2016,2016,55544,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,FRA,France,2017,2017,54474,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2010,2010,185,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2011,2011,180,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2012,2012,172,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2013,2013,173,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2014,2014,170,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2015,2015,170,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2016,2016,170,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2017,2017,165,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2018,2018,171,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2019,2019,163,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),GBR,United Kingdom,2020,2020,200,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2010,2010,2847,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2011,2011,2808,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2012,2012,2858,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2013,2013,2886,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2014,2014,2802,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2015,2015,2852,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2016,2016,2795,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2017,2017,2858,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,SWE,Sweden,2018,2018,2795,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2010,2010,92,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2011,2011,88,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2012,2012,82,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2013,2013,80,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2014,2014,77,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2016,2016,74,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2017,2017,74,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2018,2018,69,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2019,2019,66,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),FIN,Finland,2020,2020,68,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,NZL,New Zealand,2010,2010,1547,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,NZL,New Zealand,2011,2011,1570,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,NZL,New Zealand,2012,2012,1604,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,NZL,New Zealand,2013,2013,1509,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,NZL,New Zealand,2014,2014,1547,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,NZL,New Zealand,2015,2015,1532,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,NZL,New Zealand,2016,2016,1539,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2010,2010,3707,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2011,2011,3555,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2012,2012,3585,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2013,2013,3201,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2014,2014,3243,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2015,2015,2982,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2016,2016,2917,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2017,2017,2875,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2018,2018,2978,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2019,2019,2767,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2020,2020,3056,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,EST,Estonia,2021,2021,3757,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2010,2010,71,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2011,2011,65,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2012,2012,59,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2013,2013,64,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2014,2014,52,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2015,2015,55,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2016,2016,55,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2017,2017,58,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2018,2018,53,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2019,2019,50,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2020,2020,47,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),LUX,Luxembourg,2021,2021,43,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2010,2010,7415,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2011,2011,6932,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2012,2012,6801,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2013,2013,6629,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2014,2014,6327,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2015,2015,6135,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2016,2016,5896,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2017,2017,5747,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2018,2018,5732,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2019,2019,5227,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2020,2020,5582,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,LVA,Latvia,2021,2021,7840,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NOR,Norway,2010,2010,69,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NOR,Norway,2011,2011,69,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NOR,Norway,2012,2012,67,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NOR,Norway,2013,2013,61,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NOR,Norway,2014,2014,57,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NOR,Norway,2015,2015,58,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),NOR,Norway,2016,2016,54,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2010,2010,1731,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2011,2011,1692,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2012,2012,1639,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2013,2013,1645,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2014,2014,1558,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2015,2015,1637,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2016,2016,1485,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2017,2017,1431,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2018,2018,1498,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2019,2019,1414,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,SVN,Slovenia,2020,2020,1420,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2010,2010,147,D,Difference in methodology
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2011,2011,148,D,Difference in methodology
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2012,2012,142,D,Difference in methodology
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2013,2013,163,D,Difference in methodology
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2014,2014,160,D,Difference in methodology
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2015,2015,155,D,Difference in methodology
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2016,2016,156,D,Difference in methodology
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),TUR,Türkiye,2019,2019,126,D,Difference in methodology
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2010,2010,1227,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2011,2011,1192,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2012,2012,1201,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2013,2013,1189,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2014,2014,1216,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2015,2015,1199,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2016,2016,1404,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2017,2017,1344,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2018,2018,1426,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2019,2019,1470,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,CRI,Costa Rica,2020,2020,1837,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2010,2010,27983,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2011,2011,26172,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2012,2012,25511,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2013,2013,25579,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2014,2014,25408,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2015,2015,26395,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2016,2016,26611,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2017,2017,26947,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2018,2018,27262,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2019,2019,26645,,
AVDMTRTM,Treatable mortality,NBMALEPH,Number of male deaths,GBR,United Kingdom,2020,2020,27448,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2010,2010,61,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2011,2011,53,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2012,2012,52,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2013,2013,50,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2014,2014,51,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2015,2015,47,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2016,2016,50,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2017,2017,52,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2018,2018,53,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2019,2019,49,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2020,2020,47,,
AVDMTRTM,Treatable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ISL,Iceland,2021,2021,50,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2010,2010,15579,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2011,2011,14991,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2012,2012,14945,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2013,2013,15103,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2014,2014,15264,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2015,2015,15346,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2016,2016,15123,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2017,2017,14775,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2018,2018,14420,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2019,2019,14838,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,CHL,Chile,2020,2020,20638,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2010,2010,190,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2011,2011,187,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2012,2012,181,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2013,2013,181,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2014,2014,169,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2015,2015,170,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2016,2016,160,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2017,2017,162,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2018,2018,160,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2019,2019,155,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2020,2020,178,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),CZE,Czechia,2021,2021,233,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2010,2010,129764,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2011,2011,132043,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2012,2012,122036,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2013,2013,118865,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2014,2014,116324,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2015,2015,113906,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2016,2016,108896,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2017,2017,106743,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2018,2018,103469,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2019,2019,100656,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,JPN,Japan,2020,2020,99774,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2010,2010,78,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2011,2011,72,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2012,2012,69,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2013,2013,65,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2014,2014,62,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2015,2015,63,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2016,2016,64,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2017,2017,60,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2018,2018,59,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2019,2019,56,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),DNK,Denmark,2020,2020,54,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2010,2010,15447,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2011,2011,15478,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2012,2012,15231,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2013,2013,15757,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2014,2014,16251,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2015,2015,16671,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2016,2016,16448,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2017,2017,16727,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2018,2018,16833,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2019,2019,17786,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2020,2020,16661,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,AUS,Australia,2021,2021,16871,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2010,2010,67,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2011,2011,66,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2012,2012,64,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2013,2013,64,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2014,2014,61,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2015,2015,63,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2016,2016,61,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2017,2017,60,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2018,2018,60,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2019,2019,58,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),DEU,Germany,2020,2020,56,,
